UGHH\nGMM IS JUST MAKING VIDS FOR THE VIEWS!\nNOT FOR ENTERTAINMENT\n GGGAAA\ufeff,,,
That\u2019s not the Mac and Me clip I was expecting.\ufeff,,,
"If any movie is the worst it\u2019s max magician and the legend of the five rings. Now I say me and my friends watched this movie and, at first, it was extremely funny but it just got so bad that we lost all interest.\ufeff",,,
Where did the wheel of mythicality land?\ufeff,,,
Who misses that old gmm don\u2019t get me wrong I like this one but the old ones were good\ufeff,,,
"Momma always said 'if you can't say anything nice, don't say anything at all' \nI guess we don't mention Links' sweater then...\ufeff",,,
I really like Link's sweater\ufeff,,,
Staying Alive and Mac And Me are a few of my guilty pleasures.\ufeff,,,
I think that sweater looks very nice on Link.\ufeff,,,
Mac me is Paul rudds favorite\ufeff,,,
"These new videos seem to be so mean-spirited (cat hate, make fun of films, make fun of album photos). How about something funny and positive to start the day?\ufeff",,,
"I'm sure Paul Rudd could find something nice to say about Mac and Me.\n\nAlso, fun fact, the Saturday Night Fever sequel was directed by Sylvester Stallone of all people.\ufeff",,,
mac and me was good\ufeff,,,
Mac and Me was one of the best movies of the 80s!\ufeff,,,
You should make a special episode with Ghost Adventures\ufeff,,,
rainbow brite and the star stealer is the BEST movie known to MAN it is a CINEMATIC MASTERPIECE and if ANYONE says otherwise they dont know what theyre talking about\ufeff,,,
those ants were so fake\ufeff,,,
Where was jaws the revenge\ufeff,,,
most of these are 0% cuz there where no reviews back then cuz it was 1980 something.\ufeff,,,
I hope this bit comes back. I really enjoyed it.\ufeff,,,
I'm pretty sure 0% is when no critics actually bothered to review the movie.\ufeff,,,
Why is link wearing an old lady sweater?\ufeff,,,
why is this episode 63.4? while the episode released after is 64.3 ? (reinventing fast food)\ufeff,,,
0:53 It looks like Henry the bear from the vacuum seal episode.\ufeff,,,
"To be honest I liked rainbow brite as a kid, and I probably watch it now and a make a Live action movie out of it. Probably still get 0%\ufeff",,,
"Maybe I'm just being resistant to change, but honestly I think this change was just a bad idea lol. It would make way more sense to compact these all in to like a 16 minute video.\ufeff",,,
"I still love GMM, there's always just a few things that tick me off still.\ufeff",,,
I love Link's sweater and i dont care what anyone else says!\ufeff,,,
Hey! I loved Mac N ME\ufeff,,,
That mentality is one of the worst things that ever happened to our world. You can and should say things that aren't nice. Just make sure they are constructive. Or perhaps deserved.\ufeff,,,
"I actually remember seeing Rainbow Brite and the Star Stealer. I was 7, and a huge fan of hers \ud83d\ude02 OMG, what were my parents THINKING?? \ud83d\ude02\ud83d\ude02\ufeff",,,
You need to add\n\n\n\n\n\n\n\n\n\nUnder the mountain\nGood Burger\nAgent Fox\ufeff,,,
Link\u2019s sweater looks like something my grandma would wear to church.\ufeff,,,
"I honestly think I've seen Staying Alive, I think my 6th grade Drama teacher showed us that in class\ufeff",,,
Why is everyone hating on Link\u2019s sweater? Do you have to find something to hate on in every episode? Leave the guy alone. Let him wear what he wants. It\u2019s his body.\ufeff,,,
this show just gets dirtier and dirtier. I love it.\ufeff,,,
Beary Cool Stuff wow...\ufeff,,,
Self roast 10/10\ufeff,,,
"Link, why are you wearing a woman's sweater? Come on man.\ufeff",,,
Man I wish I could have been there when they wrote there book\ufeff,,,
simon T nah you don't took em 2 years\ufeff,,,
their\ufeff,,,
where book?\ufeff,,,
simon T link looks gayer everyday\ufeff,,,
Their book\ufeff,,,
I'm sure THEY'RE really glad you weren't THERE when they wrote THEIR book. ;)\ufeff,,,
Good job tcphll\ufeff,,,
"WarriorLilyFire, thanks! I was just poking fun. I know it's easy to absentmindedly type the wrong \they're/their/there\"""," ""tcphll"""," ""UgwJJEmzHMpzRMa8kyF4AaABAg.8_Bpdcr3v8J8_DBgVKEhoH""}",
Dieter van der Merwe i guess you could say... it's a werebook\ufeff,,,
The emoji movie.\ufeff,,,
I hate how all the sudden people started swearing by rotten tomatoes and bases every movie choice by it.\ufeff,,,
Why didn\u2019t you show the famous Paul Rudd on Conan clip for Mac & Me?\ufeff,,,
Fix the spot for the wheel!!!!!\ufeff,,,
i have been subscribed for years and i have seen every single episode and I love you guys very much and have lots of respect for you both... But link that sweater is unacceptable.\ufeff,,,
The emoji movie got zero \n ...ha..................it was bad\ufeff,,,
All equally cringe worthy...\ufeff,,,
That awkward moment when one of your favorite movies pops up\ufeff,,,
No way rainbow bright doesn\u2019t deserve a 0\ufeff,,,
Link your laugh is amazing\ufeff,,,
"is it just me, or has this season been a little more \sex positive\"" lots of sex jokes so far.\ufeff""",,,
some dude ... and swearing! They\u2019re audience has maybe changed. They can see what age groups watch their videos so maybe they felt they needed to change it to suit more! \ud83d\ude01\ufeff,,,
I love it!\ufeff,,,
It\u2019s been enjoyable\ufeff,,,
Lol yea but it\u2019s also funny\ufeff,,,
"its now or never, leave it much longer and they will be labeled dirty old men.\ufeff",,,
I bet you're a blast a parties.\ufeff,,,
"They have changed a lot. It's kind of sad. GMM used to be the one thing on the internet that I felt like I could recommend to anyone, but not anymore.\ufeff",,,
I think it's time for us to step aside and let the newer younger audience experience gmm. Just because we don't find their content as good as the old stuff doesn't mean it's not good. The same thing happens to music.\ufeff,,,
"I dont like them making 4 min videos,  catering for the attention deficit young people who cant sit still for more than 5 mins. And before you say \well just watch more of them\"" they are on totally different topics. Briefly flirting with an issue before moving onto the next is not as good as doing it properly.\ufeff""",,,
You don't have to watch it ya know.\ufeff,,,
It must be the vasectomies.\ufeff,,,
Oh yeah... Definitely more dirty jokes\ufeff,,,
some dude it's always been\ufeff,,,
i_is_crazy You wot?\ufeff,,,
some dude what's wrong with sex? It's the most natural thing in the world.\ufeff,,,
some dude seriously??? Have you seen the internet? Give me a break! LMAO\ufeff,,,
some dude I just don't understand how Christy or Jessie would let them say that stuff online\ufeff,,,
"Dont you all get it. They are not young kids, they are adults who are sharing their sense of humor and creativity. Appreciate the jokes for what they are.\ufeff",,,
some dude I don't mind it\ufeff,,,
Love it\ufeff,,,
It feels more natural like it's them talking and not really trying watch what they say all the time.\n\nFeels like you're literally having a conversation\ufeff,,,
"some dude  it nessasarily, yes it definitely has been more mature\ufeff",,,
Ive realised this much earlier\ufeff,,,
thirdhero actually it feels unnatural because they've been watching what they were saying for six years now and now when they say it it's like they're doing it on purpose and it's cringey\ufeff,,,
They\u2019ve always said they wouldn\u2019t so anything they don\u2019t want their children to watch. So it makes sense they will mature more as their children grow.\ufeff,,,
it has. I can't watch it with my kids anymore. \ud83d\ude1f\ufeff,,,
"some dude They're testing the limits of what they can get away with. Good or bad, it's fairly natural.\ufeff",,,
How dare you make fun of Mac and Me!!!!\ufeff,,,
I really don't like the new GMM...\ufeff,,,
Masonite     Then dont watch you degenerate.\ufeff,,,
Rhett and Link have been getting a little more risky with there sexual jokes I like it.\ufeff,,,
Can I have a part 2 Of Shock collar please #attempt 24\ufeff,,,
"I remember the Rainbow Bright movie! I remember I use to like it lol! Of course, it came out when I was 5, and I did not score it on Rotten Tomatoes. \ud83d\ude0b\ufeff",,,
The ant one tho. OMG\ufeff,,,
"Ant movies at 2:03, it was not their first take on that scene.\ufeff",,,
I've actually seen Staying Alive.....that was pretty much the nicest possible thing you could say about it LOL\ufeff,,,
What's up with the new look am not used to it\ufeff,,,
Stayin Alive is actually a great movie\ufeff,,,
Did MST3K do Empire of the Ants?\ufeff,,,
\ud83d\ude02 ok literally every clip that came up I heard my brain telling me to stop watching it felt wrong \ud83d\ude02\ud83d\ude02\ufeff,,,
"You forgot to add \The Farce Awakens\"" to the list.\ufeff""",,,
Hell yeah Milanesi!\ufeff,,,
"I have a copy of that Rainbow Bright movie, watched it when I was a kid.\ufeff",,,
Is having a lot of rooted tomato good\ufeff,,,
"no, your tomatoes should be above ground.\ufeff",,,
"Momma said you can keep the sweater, Link.  Merry-early-christmas.\ufeff",,,
"\Even little things need a helping wing.\""\n\nEh"," ""UgwVKm9cOR2F11YUKYt4AaABAg""}",,
My grandma has the same shirt as link\ufeff,,,
RAINBOW BRIGHT WAS MY FAVORITE MOVIE WHEN I WAS A LITTLE!!!!!!!!! I STILL LOVE YOU RAINBOW BRIGHT\ufeff,,,
Even small things. A love making song. 10/10\ufeff,,,
You forgot the emoji movie\ufeff,,,
No Garbage Pail Kids?\ufeff,,,
Bring back Forrest patrol plz\ufeff,,,
"Staying Alive was directed by Sylvester Stalone, and that out of work singer he employed was Frank Stalone.\ufeff",,,
0:16 Whoa! Settled down link with those gestures. You look like you're trying to... um... well the less said the better.\ufeff,,,
3:38 Link needs to retire after that xD\ufeff,,,
Put the changing picture back\ufeff,,,
and the lonely lady is a super messed up movie! poor girl gets assaulted with a garden hose\ufeff,,,
you guys should riff movies\ufeff,,,
Oh Link got BURNT by Rhett so hard! I laughed out loud xD\n\nThis and the first ep were my faves today.\ufeff,,,
What\u2019s with the weird pallid colour temperature of your new videos? Everyone looks pale a sick.\ufeff,,,
"Wow I actually have one of these! I just got staying alive on vhs two days ago, looks terrible\ufeff",,,
I saw the movie with the ants. And oh man its bad\ud83d\ude02\ufeff,,,
I loved mac and me!!!! frak off rotten tomatoes\ufeff,,,
3:37 likn burned himself!\ufeff,,,
"I don't care what anyone says, mac and me is a decent movie\ufeff",,,
Mac and Me is awesome! I can't even get through E.T.\ufeff,,,
That boat is probably made of cardboard.\ufeff,,,
Link set himself up for that joke LOL\ufeff,,,
Link looks like a menopaused lesbian.\ufeff,,,
Is there missing a filter on this vid? They look greenish. Usually theres more contrast :)\ufeff,,,
I actually like staying alive lol :) classic!\ufeff,,,
Rhink. Ship or no?\n\n\n\n\nWhy did I write this comment?\ufeff,,,
A guy with no name sorry but I don't ship it.\ufeff,,,
"Lilyana Cantua Yes, ok. I should delete my comment.\ufeff",,,
"This was my favorite episode of GMM, so far!\ufeff",,,
"You know those news channels that also do top 10s (and experiments) or whatever, I just came to realize that GMM is exactly that but 10000000000000% better.\ufeff",,,
wow just realized how ugly links sweater is\ufeff,,,
"You can tell that they shot this segment before the others, because the guitar is still okay here.\nAlso, I think the wheel of mythicality ending should be in the episode itself and not in GMMore, because it kind of beats the point of the wheel of mythicality 'ending the episode'.\ufeff",,,
Why does link look like that alien from Mac and me\ufeff,,,
Hi there ;)\ufeff,,,
holy heck link\ufeff,,,
\its like the movie ET... if you wanted to put ET in a bag," ""UgxMw2j_Th3wU_5eW9V4AaABAg""}",,
"I really enjoyed Mac and Me growing up. Then again, it's been many years and I should probably watch it again to update my opinion of it.\ufeff",,,
Lel\ufeff,,,
All of these toddler-esque insults about Link's sweater. Some people's kids.\ufeff,,,
My grandma had the exact same sweater as Link when I was a child.\ufeff,,,
...is it weird that I\u2019ve seen 3 out of these 5 movies expressly for the purpose of making fun of them?\ufeff,,,
"I loved mac n me when I was a kid. Apon further review, it probably wasn't the best film lol. Wasn't there a dance number at the beginning? Wait, that was purple people eater lol\ufeff",,,
Don't bash the Star stealer\ufeff,,,
"Come on Link, don\u00b4t steal your wives sweater\ufeff",,,
Are you 5?\ufeff,,,
He has more than one wife? \ud83d\ude12\ufeff,,,
Beant y r u so butt hurt damn chill out its a damn joke\ufeff,,,
"Why are you stalking my comments, child? Blocked.\ufeff",,,
\ud83d\udc40\ud83d\udc40\ud83d\udc40 drama\ufeff,,,
Beant lol no i was looking at the jokes ppl said and u happened to be in it\ufeff,,,
Common beant beant nice\ud83d\ude01\ud83d\ude01\ufeff,,,
"Lol. All good, I blocked and muted.\ufeff",,,
I remember I watched Empire of the Ants on the TV one time....I was very confused.\ufeff,,,
"lol if you showed a screenshot of GMM to someone who didnt know about it, they would think rhett and link are a gay couple.\ufeff",,,
"Making us click on another video to see the wheel of mythicality? Not cool, guys, not cool.\ufeff",,,
No! I didn't get to see were the wheel of mythicality landed! No!\ufeff,,,
Oh wait. I clicked the GMMore link. I understand the concept now. Sorry for any confusion\ufeff,,,
3:39 savage burn \ud83d\ude02\ufeff,,,
"Paul Rudd has used Mac and Me troll Conan O'Brian for years. Every time he goes on to promote a new movie, he instead shows a Mac and Me clip.\ufeff",,,
link\u2019s sweater\ufeff,,,
The best one is the last because of ton jravolta\ufeff,,,
Nothing wrong with the ant movie. Classic style B-movie.\ufeff,,,
Link is such a fruit\ufeff,,,
"I loved Mac and Me. Then again, I also liked Howard the Duck and Garbage Pail Kids. I was a kid! We liked stuff like that.\ufeff",,,
\If you can't say anything nice," ""Lucy Howlter"""," ""UgwvsUIcjwcYyCsKb8R4AaABAg""}",
In that last one are you sure they where singing and not getting punched in the gut multiple times.\ud83d\ude02\ud83d\ude02\ud83d\ude02\ufeff,,,
the CRINGE!\ufeff,,,
Rainbow Brute was my childhood!!!\ufeff,,,
"Hold up, rainbowbright has 0% that's bullcrap\ufeff",,,
First of all... Mac and Me was amazing :-/\ufeff,,,
SOOOO I'm watching the other ep and yall were talking so slow bol I didn't know my son changed the speed bolllll\ufeff,,,
New York Times best seller?!?!?   Congrats!!!!\ufeff,,,
I'm dying \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ufeff,,,
Movie:no critics?really?\ufeff,,,
Mac and Me was awesome!\ufeff,,,
\u201cA new playlist for our love making\u201d\n\nLink no.\ufeff,,,
Blame the sweater\ufeff,,,
Even little things\ufeff,,,
Link yes.\ufeff,,,
"Rainbow Duck \Need a helping wing\"" OH MY GOOOOOOOOOOD\ufeff""",,,
#NAME?," ""Ugz7Y394eqUu0KNJ-O94AaABAg.8_BWuhhfn-A8_FRjRI_V1L""}",,
Rainbow Duck I had my vole up all the way when he said that\ud83e\udd23\ud83e\udd23\ud83e\udd23\ufeff,,,
I don't have anything good to say about any of them.\ufeff,,,
Where is the emoji movie\ufeff,,,
"Benny's Brilliant Broodcast The movies that are presented on this video have a 0% on Rotten Tomatoes, the Emoji Movie got a 7%, but I do wish they'd include it in the video.\ufeff",,,
"Emoji movie is the best \worst movies\"" of all time!\ufeff""",,,
It had a 0% rating at one point.\ufeff,,,
It has 7 percent so technically it wasnt allowed but still think it should be there\ufeff,,,
That first one! The song they put in there was a seller! That movie was my childhood Mac & Me Excellent Movie?!\ufeff,,,
3:34-3:46 best part in the video\ufeff,,,
what is that sweater?\ufeff,,,
That Rainbow-Bright thing is the scariest scene I\u2019ve ever seen in an movie ever\ufeff,,,
"I don\u2019t really like that one lady\u2019s laugh in the background, it\u2019s not as cute as the other girl who\u2019s name I can\u2019t think of right now\ufeff",,,
"You spent a MINUTE on Mac and Me, without even trying to dig deep into everything wrong with it. Any YouTuber could do a half-hour video on Mac and Me without breaking a sweat. With work, a deconstruction longer than the movie is possible. I'm quite appalled: How do you discuss Mac and Me without even mentioning the dance contest scene?\ufeff",,,
Link is so awkward! xD\ufeff,,,
"I like how there was already damage to that part of the boat 2:00 , like that's just how he regularly leaves from the doc\ufeff",,,
i didn't notice that the first time... Good Catch!!!\ufeff,,,
I have Mac & Me on VHS\ufeff,,,
I used to love mac and me and I told my bf to get it then I realised it was just a huge wierd ad for McDonalds\ufeff,,,
"Rhett:  Rainbow Brite and the Star Stealers!\nMe: YOU TAKE THAT BACK SIR!\n\nI mean, there's a reason it's got 80% approval from film goers...nostalgia!!!\ufeff",,,
Your book is so GOOD!!\ufeff,,,
How about the old version of Pete's dragon? THAT was bad.\ufeff,,,
ARE YOU KIDDING ME!?\nMAC AND ME 0%!?\nBULLSHIT\nTHAT MOVIES IS GOOD\nit was one of my favorite movies I watched when I was a kid\n\nedit: oh my god 31 likes <3 :D\n\nedit: 63!? o_o;\ufeff,,,
Awful movie. Why watch Mac and Me if you have ET?\ufeff,,,
It was great as a kid. Doesn't hold up as an adult and you develop critical thinking and realize there's no logic in that movie at all.\ufeff,,,
Ik right it was awesome\ufeff,,,
You watched it as a kid... can you watch it again today and tell if it's still good?\ufeff,,,
"An ad for McDonald's disguised as a shameless ripoff of E.T.\n\nYeah, great movie bro. My 4 year old self didn't even like this film.\ufeff",,,
Are you a McDonalds employee?\ufeff,,,
Gaomon Gaming so ur mom didnt love u enough to take you to see et lol\ufeff,,,
lol\ufeff,,,
I loved this movie as a kid. I completely forgot about it until now. Reunited!\ufeff,,,
"The moment when the Super Mario Bros movie isn't here, you know that there is something wrong with humanity\ufeff",,,
ThErEs WoRk tO DO\ufeff,,,
(\u2022\u2022)\n<| |~*\n / \\ All the single lady's \n\n   (\u2022\u2022)\n*~| |>\n    / \\ All the single lady's \n\n (\u2022\u2022)\n<| |~*\n / \\ All the single lady's \n\n\\(\u2022o\u2022)/\n   | |\n  / \\ You put your hands up\n\n  (\u2022\u2022)\n~| |~*\n  / \\ If you like it then you should have ring on it\n\n   (\u2022\u2022)\n*~| |~\n    / \\ ohh if you like it then you should have put a ring on it\n\n (\u2022o\u2022)\n~|  |~\n  /  \\ ohh ohh ohhh ohhh ohhh ohhh ohh ohhh ohhh ohhh ohhh ohh\ufeff,,,
Lunar Sky (\u2022_\u2022)\n                   <)  )/\n                     |  \\\ufeff,,,
Ethan Perron lol\ufeff,,,
this is talent\ufeff,,,
Lunar Sky this was so unnecessary but thank you for it all the same:)\ufeff,,,
this is stupid\ufeff,,,
The cringe is high for this comment\ufeff,,,
*ladies....\ufeff,,,
Lunar Sky \ud83c\udf0c\ufeff,,,
Lunar Sky thank you\ufeff,,,
"Ladies*. Using \lady's\"" implies possesion.\ufeff""",,,
Bobby Smith Smith Bobby maybe he meant lady\u2019s ring so.O\ufeff,,,
Bobby Smith Smith Bobby  That's what I said and some people still don't grasp the concept. Smh.\ufeff,,,
Lunar Sky \n\nI hate you... that song is gonna be stuck in my head for ages now!! xD \n\n\n\n\n\nI don\u2019t actually hate you xD\ufeff,,,
What about the 200 other genders?!?!?? Sexism!\ufeff,,,
13ECON \nI sexually identify as a nuclear missile\ufeff,,,
Hahaha ^^\ufeff,,,
Of course....the copy and paste\ufeff,,,
Lunar Sky Just wow\ufeff,,,
13ECON well if your single you still put your hands up\ufeff,,,
CMI_17 i copied it from the text i sent my sister but each word i typed not copied from a website or something\ufeff,,,
have found my father\ufeff,,,
This deserves an award\ufeff,,,
hh hh Are you 5?\ufeff,,,
So cute\ufeff,,,
Even little things\ufeff,,,
"Admit it, you'd be more scared to see those MS Paint ants than realistic-looking ones.\ufeff",,,
A video a day  - Mil Views\n4 videos a day - K Views\ufeff,,,
"At first, I thought Link liked the last movie so much he orgasmed because of it.\ud83d\ude02\ufeff",,,
Rotten tomatoes is just a meme\ufeff,,,
I actually watched the ant movie on night when I was home sick from school came on randomly in the night. Was actually pretty funny and I was probably just real high on NyQuil but it was good\ufeff,,,
E.T. phone jail\ufeff,,,
I\u2019m starting to like the new segments :)) I appreciate 4 videos of you guys a day\ufeff,,,
"iv seen Rotten Tomatoes put bad scores on many good movies, screw that website.\ufeff",,,
https://m.youtube.com/watch?v=Tpk4al4Iq1I #commenttakeover\ufeff,,,
"My sister and I LOVED the Rainbow Brite movie when we were little!!! I'm sure we would watch it together today if we found it online, and we're in our early 30s.\ufeff",,,
Ghosts aren't as scary as typewriters imo\ufeff,,,
What about ghostwriters?\ufeff,,,
"Hey, MST3K! You know what to do!\ufeff",,,
You mean bring back Mike or Joel?\ufeff,,,
Lunchbox Gaming both\ufeff,,,
Awesome show!\ufeff,,,
Link did you take that sweater from your wife.\ufeff,,,
"Im a \fan\"" who barely watches gmm and I hate change"," ""UgwnCgxTuSzeaerqULx4AaABAg""}",,
ouch\ufeff,,,
I'm a random YouTuber who will not affect your decision in any way... Suck it up or leave! No one cares. Bring me cheese!\ufeff,,,
John Revolta.\ufeff,,,
The first movie looked like e.t and smeagle from the hobbit\ufeff,,,
"Wow Rhett, sick burn lol\ufeff",,,
I love Mac and Me!\ufeff,,,
Rainbowbrite!!!!! Dont judge\ufeff,,,
I freaking love how they\u2019ve added more innuendo into the episodes lmao\ufeff,,,
its been like this since day one bruh\ufeff,,,
Your wrong. Mac and me wasa favorite from childhood\ufeff,,,
tiggersgirl65 you poor child... I'm so sorry\ufeff,,,
But what if I were to do a did in the foshizle?\ufeff,,,
I LOL WHEN LINK DID THE UH UH UH!! At the last movie!!! \ud83d\ude02 \ud83d\ude02 \ud83d\ude02\ufeff,,,
I feel like gmm is not for familys anymore :/ more for teens\ufeff,,,
I\u2019ve actually seen two of these and I wish I had my time back\ufeff,,,
I loved Mac and Me. LOL.\ufeff,,,
3:39 ...\i steped right into it," ""Ugyhitnnm4XCAA-HJEl4AaABAg""}",,
Im 1 hour late\ud83d\ude23\ufeff,,,
I hate the look of the new set.\ufeff,,,
How come you guy did not want to be engineerers\ufeff,,,
3:35 The burn man...Link got burned.\ufeff,,,
"If anyone can help me out, my 1 year old Siberian Husky just had surgery and I'm already in so much debt with student loans. Anything helps, thank you. https://www.gofundme.com/zolas-tplo-surgery\ufeff",,,
Made it to 4\ufeff,,,
I loved Mac &Me\ufeff,,,
first...\n\n\n\n\n...to like my own comment...\ufeff,,,
DARN IT I WAS SO CLOSE !\ufeff,,,
I hope you get hit by a car\ufeff,,,
"in defense against the rainbow bright movie, my sister would have loved it. I think little 3,4-year-old girls would find it enjoyable\ufeff",,,
This is exactly how we wrote our book! lol\ufeff,,,
Ohhhh my god that one even hurt me lol 3:39\ufeff,,,
Should play a multiple choice game where you have to guess what percentage the movie got on rotten tomatoes.\ufeff,,,
why are these things?!?\ufeff,,,
I hope that the emoji movie is included in this\ud83d\ude02\ufeff,,,
Mythical_Beast47 it didn't get a zero but I know your kidding\ufeff,,,
EMOJI MOVIE IS AWESOME\ufeff,,,
I HOPE YOUR FACE IS IN THIS\ufeff,,,
Sunwardmean516 1 ok chill. We were just saying it did bad. It was at like a 7 percent\ufeff,,,
Mythical_Beast47 It was a good movie in certain points and context otherwise my siblings and I didn't understand any of it\ufeff,,,
It has a 9%\ufeff,,,
Top Critics has 0%\ufeff,,,
"Mythical_Beast47 it\u2019s 9% actually, which means there are a few morons who actually liked that shitty movie!\ufeff",,,
The Rated R Gamer top critics doesn't matter. The video is about rotten tomatoes\ufeff,,,
"The emoji did get a zero originally, but they moved it up to 7 percent later on.\ufeff",,,
That is one gay sweater you have there Link!\ufeff,,,
How the heck is a sweater gay\ufeff,,,
Mart\u00edn Erburu I totally agree with you; how can a sweater be gay???\ufeff,,,
https://youtu.be/nYsUKPoW-Qo\ufeff,,,
Is that supposed to be bad! THAT SWEATER IS ALLOWED TO HAVE ANY SEXUAL ORIENTATION IT WANTS.\ufeff,,,
lmaoo\ufeff,,,
i'd have to agree. I love link lol his wardrobe is pretty gay sometimes\ufeff,,,
That is one 2nd grade comment you got there!\ufeff,,,
im gay\ufeff,,,
"Well, then again, they're not saying a gay sweater is a bad thing. They are just making a general statement. The sweater happens to be gay.\n\nMaybe they know the sweater personally? It's a small world after all.\ufeff",,,
I love that sweater it fits him nicely !\ufeff,,,
Catgirl0217\u2013 You made me laugh so much\ufeff,,,
Oh but is it gay? Or is it EUROPEAN?\ud83e\udd14\ufeff,,,
Djinnk042 \nI love you for knowing that!\ufeff,,,
#NAME?,,,
Mart\u00edn Erburu I also agree with you\ufeff,,,
"Put it this way, he didn't find it in the men's department.\ufeff",,,
samsqwanchey \n\nMy grandmother owns a similar sweater and I can confirm she\u2019s quite flaming\ufeff,,,
He's married...to a woman\ufeff,,,
"Yes, and married men have NEVER, ever secretly been pursuing gay relationships on the side...\n\n(I'm totally teasing, I'm not implying anything about Link, just pointing out the fallacy in that statement)\ufeff",,,
....probably his wife\u2019s sweater\ufeff,,,
Thank you samsqwanchey. I've been looking for this comment! lol\ufeff,,,
i like it!\ufeff,,,
"+Alex Anon If someone points out something like that for no reason, there's a negative connotation attached. No one ever says \hey your sweater looks heterosexual today\""\ufeff""",,,
Beant dude why are you so upset with people joking about his sweater?\ufeff,,,
idk i should agree with you or defend the sweater link is wearing...\ud83d\ude10\ud83e\udd23\ud83d\ude04\ufeff,,,
"It's not called gay, it's called called being FABULOUS. Quote from pewdiepie.\ud83e\udd23\ud83e\udd17\ud83d\ude0c\ufeff",,,
Honestly am surprised to find out that his sweater has the ability to be homosexual. Interesting.\ufeff,,,
OMG did you just assume his sweater' s sexuality!? #rude\ufeff,,,
His sweater...is gay.\ufeff,,,
he looks like miley cyrus's mom\ufeff,,,
"youre all disgusting regarding this matter, shut up\ufeff",,,
gay in a good way ;)\ufeff,,,
thats one gay picture u have there jokeing\ufeff,,,
i feel as if they are a little gay for each other at times particularly link in some instances as ive noticed.\ufeff,,,
It's givin me Lin Manuel Miranda vibes\ufeff,,,
He needs the \ud83c\udfbe..lmfao\ufeff,,,
Djinnk042 I'm European... It is not...\ufeff,,,
"That's one homophobic comment you made there samsqwanchey! Don't be a hater! \n\n\n\n\n\nHis sweater is fine, it looks nice.\ufeff",,,
"Cilly Honey Well, nobody Said, it doesn't look nice.\ufeff",,,
It's not the sweater that's gay......\ufeff,,,
The gay sweater community agrees with this comment\ufeff,,,
I know! I wonder if it\u2019s...out of the closet yet? ba dum tss\ufeff,,,
Beant actually your comment is much more second-grader-ey. You got mad at someone for using a card in the world just because you don't like it and then insulted that person. You also called another person in another reply section a child because they disagreed with you and then you blocked him like a child. Then you bragged to everybody how you muted him........like a child.\ufeff,,,
Bry you're so funny I've never heard that one before\ufeff,,,
Cilly Honey how could it be homophobic when it has nothing at all to do with homosexuality you absolute moron?\ufeff,,,
Someone want to tell Linc he grabbed his wife's sweater on the way to work this morning? Perhaps the vasectomy was a mistake.\ufeff,,,
Oak Tree I\u2019m sorry\ufeff,,,
samsqwanchey he look fabulous\ufeff,,,
That sweater is dope AF\ufeff,,,
The worst movie ever made is My Life.\ufeff,,,
"My life has a good message. He wants to be a part of his sons life, even though he wont be alive for it, so he video tapes everything he can, to be able to teach his son lessons, and let his son feel like he knows his dad. Its heartwarming and funny. How could you possibly think that its the worst movie ever made?\ufeff",,,
Tim Arnold I dont think you get it .-.\ufeff,,,
"PanicAtTheHamilton21BMCChiplote HoodiesRLife if he is actually referring to his personal life, then i get the joke. But there is a movie called, \My Life\"" and i think that is what he was referring to.\ufeff""",,,
"am i the only one who actually loved \mac and me\""? i still have fond memories of that movie"," ""UgyjNeLZzxhGCsv43Fl4AaABAg""}",,
"I laughed so hard when Rhett pointed out part of the song was \even little things need a helping wing\"". I wonder if he'll let Link live it down? Probably will.\ufeff""",,,
Watch the room. You will not regret it\ufeff,,,
FIRST 10K VIEWS WOOO 124TH COMMENTTT!!!\ufeff,,,
You guys are freaking hilarious man. Always watch GMM before work. \ud83d\ude02\ufeff,,,
No joking these were so bad it made me feel fear like someone was about to hurt me\ufeff," ""UgysdSZv42H0FX4vCL14AaABAg""}",,
"I will make sure not to watch these, lol. Great video as always!\ufeff",,,
There\u2019s no top link\ufeff,,,
I haven't watched good mythical morning in so long and they changed the studio and I hate the new look\ufeff,,,
Good luck in your first day of entering your junior high campus.\ufeff,,,
That alien from mac and me looks likes James Urban's self esteem\ufeff,,,
It was nice of Link's mom to let him borrow her sweater today!\ufeff,,,
"Sharklops  Hey! That's his star wars council sweater, have some respect!\ufeff",,,
Am... am I back in grade school?\ufeff,,,
Beant every gay joke u come up starting to think youre gay\ufeff,,,
"And how is that supposed to hurt me? I am not insulted by someone else thinking I might be gay because it's not insulting to me. You may need new parents, though, they seem to not be supervising you well on the internet <3\ufeff",,,
Beant wasnt an insult :) people can joke about things weather u like it or not the world doesnt revolve around u\ufeff,,,
When You Uploaded This It Was 5:am in Texas\ufeff,,,
11am where I live in the UK ^^\ufeff,,,
"I actually saw Stayin Alive in the theater...it doesn't even deserve 0%. It really should have a negative rating. Also, Link, you're never gonna live down that rainbow horse song thing.\ufeff",,,
"This film MAC and ME really stuck in my head from childhood and I saw it again last year and now I see why it has so low rating, because almost the whole film is just a one big comercial on coca cola.\ufeff",,,
"Did anyone else here watch the movie THEM? I love watching old \scary\"" movies with my grandparents around halloween. THEM! was a staple.\ufeff""",,,
